stdntid,female,black,asian,hispc,natam,orace,t_smc,t_rgc,t_rga,incit,subur,rural,urban,frpl,spced,math,read,math_std,read_std,school,teacher
15366,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,463,422,-0.523818220940105,-0.50323109651951,14,47
15367,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,484,433,-0.0842731560155669,-0.152071758469819,15,53
15368,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,536,443,1.0041241476071,0.167164003393536,15,54
15369,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,520,442,0.669232669569356,0.135240427207201,14,51
15370,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,576,463,1.84135284270146,0.805635527120248,15,53
15371,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,513,418,0.522717647927843,-0.630925401264853,14,48
15372,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,459,422,-0.607541090449541,-0.50323109651951,14,48
15374,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,478,436,-0.209857460279721,-0.0563010299108126,15,53
15375,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,489,419,0.020380430871228,-0.599001825078517,46,168
15376,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,423,376,-1.36104691603446,-1.97171560109095,71,263
15377,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,434,408,-1.13080902488352,-0.950161163128208,14,48
15378,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,559,472,1.48553064728636,1.09294771279727,14,51
15379,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,500,437,0.250618322022177,-0.024377453724477,14,48
15380,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,602,474,2.38555149451279,1.15679486516994,15,54
15381,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,559,448,1.48553064728636,0.326781884325214,15,54
15382,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,478,431,-0.209857460279721,-0.21591891084249,15,53
15383,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,468,430,-0.419164634053311,-0.247842487028826,14,47
15384,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,626,483,2.88788871156941,1.44410705084696,15,52
15385,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,513,478,0.522717647927843,1.28448916991528,14,50
15388,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,444,390,-0.921501851109926,-1.52478553448225,18,64
15389,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,444,424,-0.921501851109926,-0.439383944146839,19,67
15390,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,500,445,0.250618322022177,0.231011155766207,17,62
15392,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,463,439,-0.523818220940105,0.0394696986481941,17,59
15395,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,506,470,0.376202626286331,1.0291005604246,44,160
15396,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,528,463,0.836678408588228,0.805635527120248,72,268
15397,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,484,431,-0.0842731560155669,-0.21591891084249,73,274
15399,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,520,460,0.669232669569356,0.709864798561241,44,158
15402,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,506,461,0.376202626286331,0.741788374747576,19,67
15403,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,463,425,-0.523818220940105,-0.407460367960504,51,185
15405,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,576,460,1.84135284270146,0.709864798561241,38,134
15406,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,520,460,0.669232669569356,0.709864798561241,17,58
15407,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,520,437,0.669232669569356,-0.024377453724477,72,269
15410,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,500,461,0.250618322022177,0.741788374747576,19,68
15411,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,489,411,0.020380430871228,-0.854390434569202,17,63
15412,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,478,445,-0.209857460279721,0.231011155766207,38,137
15413,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,506,470,0.376202626286331,1.0291005604246,17,58
15414,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,513,445,0.522717647927843,0.231011155766207,38,137
15416,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,489,455,0.020380430871228,0.550246917629563,17,63
15421,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,626,461,2.88788871156941,0.741788374747576,16,56
15422,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,506,428,0.376202626286331,-0.311689639401497,73,271
15423,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,500,427,0.250618322022177,-0.343613215587833,16,57
15424,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,399,407,-1.86338413309108,-0.982084739314544,18,66
15425,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,520,437,0.669232669569356,-0.024377453724477,16,57
15427,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,506,460,0.376202626286331,0.709864798561241,16,55
15436,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,473,419,-0.314511047166516,-0.599001825078517,34,115
15438,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,449,408,-0.816848264223131,-0.950161163128208,13,43
15439,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,494,424,0.125034017758023,-0.439383944146839,13,45
15446,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,484,422,-0.0842731560155669,-0.50323109651951,34,115
15447,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,459,439,-0.607541090449541,0.0394696986481941,24,82
15448,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,454,448,-0.712194677336336,0.326781884325214,28,100
15451,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,449,428,-0.816848264223131,-0.311689639401497,27,97
15453,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,423,414,-1.36104691603446,-0.758619706010195,27,97
15456,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,484,450,-0.0842731560155669,0.390629036697885,27,95
15459,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,454,413,-0.712194677336336,-0.79054328219653,23,80
15462,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,473,447,-0.314511047166516,0.294858308138879,23,80
15465,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,489,442,0.020380430871228,0.135240427207201,22,77
15470,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,506,445,0.376202626286331,0.231011155766207,39,141
15471,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,439,434,-1.02615543799672,-0.120148182283484,39,139
15472,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,468,443,-0.419164634053311,0.167164003393536,2,6
15473,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,489,450,0.020380430871228,0.390629036697885,2,6
15474,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,399,403,-1.86338413309108,-1.10977904405989,24,84
15475,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,423,425,-1.36104691603446,-0.407460367960504,20,72
15477,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,459,416,-0.607541090449541,-0.694772553637524,26,90
15478,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,506,465,0.376202626286331,0.869482679492919,26,90
15479,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,494,445,0.125034017758023,0.231011155766207,10,33
15480,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,489,422,0.020380430871228,-0.50323109651951,10,35
15481,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,536,470,1.0041241476071,1.0291005604246,27,96
15483,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,473,455,-0.314511047166516,0.550246917629563,28,99
15484,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,494,443,0.125034017758023,0.167164003393536,27,95
15485,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,513,463,0.522717647927843,0.805635527120248,27,96
15486,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,484,440,-0.0842731560155669,0.0713932748345296,36,126
15487,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,444,439,-0.921501851109926,0.0394696986481941,29,102
15489,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,489,447,0.020380430871228,0.294858308138879,9,28
15490,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,473,430,-0.314511047166516,-0.247842487028826,27,94
15494,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,439,382,-1.02615543799672,-1.78017414397293,5,14
15495,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,528,433,0.836678408588228,-0.152071758469819,36,126
15498,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,500,461,0.250618322022177,0.741788374747576,36,124
15499,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,576,490,1.84135284270146,1.66757208415131,9,32
15502,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,602,455,2.38555149451279,0.550246917629563,31,107
15503,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,454,421,-0.712194677336336,-0.535154672705846,29,102
15506,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,547,455,1.23436203875805,0.550246917629563,31,108
15508,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,478,439,-0.209857460279721,0.0394696986481941,3,9
15509,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,536,431,1.0041241476071,-0.21591891084249,32,109
15510,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,449,402,-0.816848264223131,-1.14170262024622,30,106
15511,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,478,463,-0.209857460279721,0.805635527120248,29,103
15512,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,434,411,-1.13080902488352,-0.854390434569202,4,10
15515,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,434,424,-1.13080902488352,-0.439383944146839,3,7
15516,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,418,448,-1.46570050292126,0.326781884325214,4,10
15519,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,506,447,0.376202626286331,0.294858308138879,5,12
15520,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,423,408,-1.36104691603446,-0.950161163128208,29,104
15523,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,528,478,0.836678408588228,1.28448916991528,33,111
15527,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,429,413,-1.23546261177031,-0.79054328219653,70,260
15528,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,528,453,0.836678408588228,0.486399765256892,70,260
15531,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,412,410,-1.59128480718541,-0.886314010755537,35,119
15532,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,454,403,-0.712194677336336,-1.10977904405989,35,121
15533,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,478,448,-0.209857460279721,0.326781884325214,44,159
15534,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,454,402,-0.712194677336336,-1.14170262024622,71,263
15537,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,429,427,-1.23546261177031,-0.343613215587833,37,127
15538,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,494,478,0.125034017758023,1.28448916991528,25,87
15539,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,626,440,2.88788871156941,0.0713932748345296,37,130
15540,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,484,458,-0.0842731560155669,0.64601764618857,37,131
15541,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,528,439,0.836678408588228,0.0394696986481941,37,130
15543,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,520,442,0.669232669569356,0.135240427207201,37,127
15544,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,506,455,0.376202626286331,0.550246917629563,37,130
15547,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,494,465,0.125034017758023,0.869482679492919,37,128
15551,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,576,468,1.84135284270146,0.965253408051925,37,128
15552,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,489,413,0.020380430871228,-0.79054328219653,37,127
15554,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,506,458,0.376202626286331,0.64601764618857,37,131
15555,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,429,442,-1.23546261177031,0.135240427207201,37,129
15557,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,547,453,1.23436203875805,0.486399765256892,37,130
15558,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,478,422,-0.209857460279721,-0.50323109651951,38,135
15560,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,405,405,-1.73779982882693,-1.04593189168721,37,129
15561,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,429,405,-1.23546261177031,-1.04593189168721,37,132
15562,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,547,472,1.23436203875805,1.09294771279727,37,128
15563,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,500,428,0.250618322022177,-0.311689639401497,25,86
15565,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,494,445,0.125034017758023,0.231011155766207,20,71
15566,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,559,474,1.48553064728636,1.15679486516994,7,22
15568,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,463,414,-0.523818220940105,-0.758619706010195,7,23
15571,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,576,448,1.84135284270146,0.326781884325214,44,159
15572,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,489,410,0.020380430871228,-0.886314010755537,37,127
15574,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,559,472,1.48553064728636,1.09294771279727,7,20
15577,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,484,448,-0.0842731560155669,0.326781884325214,25,85
15580,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,520,463,0.669232669569356,0.805635527120248,20,70
15585,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,559,458,1.48553064728636,0.64601764618857,7,22
15588,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,506,431,0.376202626286331,-0.21591891084249,40,145
15590,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,384,382,-2.17734489375147,-1.78017414397293,40,144
15591,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,489,428,0.020380430871228,-0.311689639401497,40,145
15592,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,463,456,-0.523818220940105,0.582170493815899,35,120
15593,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,405,391,-1.73779982882693,-1.49286195829591,41,150
15594,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,489,463,0.020380430871228,0.805635527120248,35,120
15596,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,449,411,-0.816848264223131,-0.854390434569202,40,145
15597,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,384,410,-2.17734489375147,-0.886314010755537,40,146
15598,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,459,422,-0.607541090449541,-0.50323109651951,40,145
15599,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,423,416,-1.36104691603446,-0.694772553637524,40,142
15600,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,429,405,-1.23546261177031,-1.04593189168721,40,142
15601,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,478,425,-0.209857460279721,-0.407460367960504,33,113
15602,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,463,431,-0.523818220940105,-0.21591891084249,35,120
15603,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,454,414,-0.712194677336336,-0.758619706010195,36,126
15604,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,520,427,0.669232669569356,-0.343613215587833,42,151
15605,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,473,451,-0.314511047166516,0.422552612884221,21,76
15606,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,506,453,0.376202626286331,0.486399765256892,45,161
15607,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,468,436,-0.419164634053311,-0.0563010299108126,10,33
15608,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,513,434,0.522717647927843,-0.120148182283484,45,162
15609,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,513,434,0.522717647927843,-0.120148182283484,45,162
15610,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,559,445,1.48553064728636,0.231011155766207,44,159
15611,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,459,436,-0.607541090449541,-0.0563010299108126,10,34
15612,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,484,425,-0.0842731560155669,-0.407460367960504,71,265
15613,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,559,458,1.48553064728636,0.64601764618857,6,17
15615,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,602,451,2.38555149451279,0.422552612884221,46,164
15616,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,484,419,-0.0842731560155669,-0.599001825078517,46,168
15617,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,468,402,-0.419164634053311,-1.14170262024622,46,166
15618,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,513,440,0.522717647927843,0.0713932748345296,46,167
15619,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,506,443,0.376202626286331,0.167164003393536,11,38
15622,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,489,448,0.020380430871228,0.326781884325214,2,4
15626,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,484,428,-0.0842731560155669,-0.311689639401497,13,44
15628,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,459,413,-0.607541090449541,-0.79054328219653,57,206
15629,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,559,465,1.48553064728636,0.869482679492919,53,190
15631,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,405,384,-1.73779982882693,-1.71632699160026,58,211
15632,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,399,407,-1.86338413309108,-0.982084739314544,58,210
15635,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,602,538,2.38555149451279,3.19990374109541,55,202
15636,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,513,433,0.522717647927843,-0.152071758469819,61,223
15638,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,506,451,0.376202626286331,0.422552612884221,63,231
15639,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,454,393,-0.712194677336336,-1.42901480592324,49,179
15640,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,463,413,-0.523818220940105,-0.79054328219653,37,129
15641,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,399,405,-1.86338413309108,-1.04593189168721,47,172
15645,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,468,427,-0.419164634053311,-0.343613215587833,50,182
15647,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,536,451,1.0041241476071,0.422552612884221,44,160
15648,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,459,398,-0.607541090449541,-1.26939692499156,47,169
15650,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,429,408,-1.23546261177031,-0.950161163128208,58,212
15651,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,547,480,1.23436203875805,1.34833632228795,53,190
15653,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,484,437,-0.0842731560155669,-0.024377453724477,55,197
15655,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,489,455,0.020380430871228,0.550246917629563,66,243
15658,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,513,445,0.522717647927843,0.231011155766207,38,133
15659,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,494,439,0.125034017758023,0.0394696986481941,38,133
15660,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,478,410,-0.209857460279721,-0.886314010755537,38,134
15661,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,484,460,-0.0842731560155669,0.709864798561241,69,256
15662,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,449,418,-0.816848264223131,-0.630925401264853,67,244
15663,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,423,418,-1.36104691603446,-0.630925401264853,68,251
15665,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,494,439,0.125034017758023,0.0394696986481941,69,253
15666,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,468,447,-0.419164634053311,0.294858308138879,69,255
15668,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,444,445,-0.921501851109926,0.231011155766207,69,258
15669,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,468,418,-0.419164634053311,-0.630925401264853,68,251
15670,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,459,443,-0.607541090449541,0.167164003393536,69,256
15672,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,576,463,1.84135284270146,0.805635527120248,67,244
15673,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,520,453,0.669232669569356,0.486399765256892,68,250
15674,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,423,397,-1.36104691603446,-1.3013205011779,69,258
15675,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,478,437,-0.209857460279721,-0.024377453724477,68,251
15676,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,449,425,-0.816848264223131,-0.407460367960504,69,257
15677,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,528,447,0.836678408588228,0.294858308138879,68,250
15678,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,528,425,0.836678408588228,-0.407460367960504,67,244
15679,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,500,451,0.250618322022177,0.422552612884221,69,257
15680,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,449,424,-0.816848264223131,-0.439383944146839,69,255
15681,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,439,424,-1.02615543799672,-0.439383944146839,69,257
15682,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,459,463,-0.607541090449541,0.805635527120248,69,258
15683,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,494,492,0.125034017758023,1.73141923652398,69,255
15685,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,484,455,-0.0842731560155669,0.550246917629563,69,254
15686,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,494,434,0.125034017758023,-0.120148182283484,68,247
15687,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,454,436,-0.712194677336336,-0.0563010299108126,69,254
15688,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,478,470,-0.209857460279721,1.0291005604246,68,247
15689,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,528,439,0.836678408588228,0.0394696986481941,71,263
15690,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,576,476,1.84135284270146,1.22064201754261,71,263
15691,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,478,416,-0.209857460279721,-0.694772553637524,41,150
15692,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,478,393,-0.209857460279721,-1.42901480592324,41,149
15693,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,520,410,0.669232669569356,-0.886314010755537,38,137
15695,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,418,395,-1.46570050292126,-1.36516765355057,1,1
15697,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,473,422,-0.314511047166516,-0.50323109651951,6,15
15702,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,459,410,-0.607541090449541,-0.886314010755537,6,18
15703,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,528,450,0.836678408588228,0.390629036697885,6,16
15704,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,494,425,0.125034017758023,-0.407460367960504,3,9
15705,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,454,433,-0.712194677336336,-0.152071758469819,6,15
15707,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,384,400,-2.17734489375147,-1.20554977261889,6,18
15711,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,513,407,0.522717647927843,-0.982084739314544,8,24
15712,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,429,410,-1.23546261177031,-0.886314010755537,9,31
15713,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,489,448,0.020380430871228,0.326781884325214,9,31
15714,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,536,474,1.0041241476071,1.15679486516994,9,32
15715,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,513,470,0.522717647927843,1.0291005604246,9,31
15717,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,484,418,-0.0842731560155669,-0.630925401264853,8,25
15718,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,506,527,0.376202626286331,2.84874440304572,9,31
15719,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,536,416,1.0041241476071,-0.694772553637524,8,25
15720,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,484,430,-0.0842731560155669,-0.247842487028826,10,34
15721,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,547,463,1.23436203875805,0.805635527120248,13,46
15722,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,602,503,2.38555149451279,2.08257857457367,13,46
15724,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,449,434,-0.816848264223131,-0.120148182283484,13,43
15725,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,478,434,-0.209857460279721,-0.120148182283484,13,43
15726,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,405,402,-1.73779982882693,-1.14170262024622,1,2
15728,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,454,411,-0.712194677336336,-0.854390434569202,13,44
15729,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,536,425,1.0041241476071,-0.407460367960504,70,261
15730,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,484,434,-0.0842731560155669,-0.120148182283484,2,5
15731,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,536,492,1.0041241476071,1.73141923652398,15,53
15732,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,489,428,0.020380430871228,-0.311689639401497,34,116
15733,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,489,428,0.020380430871228,-0.311689639401497,34,117
15734,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,459,410,-0.607541090449541,-0.886314010755537,14,48
15736,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,520,451,0.669232669569356,0.422552612884221,70,259
15737,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,506,434,0.376202626286331,-0.120148182283484,15,54
15738,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,429,413,-1.23546261177031,-0.79054328219653,70,261
15740,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,536,463,1.0041241476071,0.805635527120248,14,49
15742,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,506,439,0.376202626286331,0.0394696986481941,10,33
15743,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,489,425,0.020380430871228,-0.407460367960504,14,48
15744,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,444,428,-0.921501851109926,-0.311689639401497,70,259
